NM_CANDIDATO,SG_PARTIDO,DS_CARGO,DT_DESPESA,SG_UF,ST_TURNO,DT_PRESTACAO_CONTAS,NR_CNPJ_PRESTADOR_CONTA,DS_TIPO_FORNECEDOR,NM_FORNECEDOR,NM_FORNECEDOR_RFB,DS_ORIGEM_DESPESA,DS_DESPESA,VR_DESPESA_CONTRATADA,SQ_DESPESA,SQ_CANDIDATO
AUDIFAX CHARLES PIMENTEL BARCELOS,REDE,Governador,18/08/2022,ES,1,01/12/2022,47574559000199,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7660,51153049,80001713735
AUDIFAX CHARLES PIMENTEL BARCELOS,REDE,Governador,18/08/2022,ES,1,01/12/2022,47574559000199,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7660,51152706,80001713735
AUDIFAX CHARLES PIMENTEL BARCELOS,REDE,Governador,18/08/2022,ES,1,01/12/2022,47574559000199,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7000,51152794,80001713735
AUDIFAX CHARLES PIMENTEL BARCELOS,REDE,Governador,18/08/2022,ES,1,01/12/2022,47574559000199,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7660,51152707,80001713735
MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,PSDB,Governador,18/08/2022,MG,1,01/11/2022,47528999000100,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULCIONAMENTO DE CAMPANHA,78000,49610000,130001633534
MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,PSDB,Governador,18/08/2022,MG,1,01/11/2022,47528999000100,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULCIONAMENTO DE CAMPANHA,22000,49609831,130001633534
RENAN BARBOSA CONTAR,PRTB,Governador,18/08/2022,MS,2,02/12/2022,47573155000180,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,10000,51176980,120001714229
RENAN BARBOSA CONTAR,PRTB,Governador,18/08/2022,MS,2,02/12/2022,47573155000180,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,10000,51176763,120001714229
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,18/08/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO FACEBOOK,50000,48636308,170001604111
ANDERSON FERREIRA RODRIGUES,PL,Governador,18/08/2022,PE,1,24/02/2023,47405831000107,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,SERVIÇOS DE IMPOSIONAMETO NA ELEIÇÃO,50000,51574531,170001602587
SILVIO MENDES DE OLIVEIRA FILHO,UNIÃO,Governador,18/08/2022,PI,1,26/01/2023,47368979000119,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO PARA CAMPANHA,20000,51483466,180001600497
JOÃO EDEGAR PRETTO,PT,Governador,18/08/2022,RS,1,30/03/2023,47423222000180,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,10000,51666124,210001604469
ONYX DORNELLES LORENZONI,PL,Governador,18/08/2022,RS,2,18/11/2022,47464234000153,Pessoa Jurídica,FACEBOOK PROCESSADO POR ADYEN,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO CONTEÚDO NO FACEBOOCK,5000,50744176,210001609934
CARLOS EDUARDO DE SOUZA BRAGA,MDB,Governador,19/08/2022,AM,2,30/01/2023,47470044000149,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,REF A IMPULSIONAMENTO DE CONTEUDOS,7760,51500697,40001610345
CLÉCIO LUÍS VILHENA VIEIRA,SOLIDARIEDADE,Governador,19/08/2022,AP,1,01/11/2022,47508599000132,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO NAS REDES SOCIAIS.,1000,49637299,30001619676
JERÔNIMO RODRIGUES SOUZA,PT,Governador,19/08/2022,BA,2,28/11/2022,47414150000105,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEUDO,7835,51084327,50001603638
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,19/08/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESP C/ IMPULSIONAMENTO FACEBOOCK,12500,51601598,60001612926
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,19/08/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IDESP C/ IMPULSIONAMENTO GOOGLE,17500,51602202,60001612926
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,19/08/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESP C/I MPULSIONAMENTO FACEBOOCK,12500,51602258,60001612926
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,19/08/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESP C/ IMPULSIONAMENTO GOOGLE,17500,51602051,60001612926
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,19/08/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESP C/ IMPULSIONAMENTO FACEBOOK,12500,51602261,60001612926
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,19/08/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESP C/ IMPULSIONAMENTO GOOGLE,17500,51602194,60001612926
GUERINO LUIZ ZANON,PSD,Governador,19/08/2022,ES,1,01/11/2022,47582588000100,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,50000,49260876,80001723584
CARLOS HUMBERTO MANNATO,PL,Governador,19/08/2022,ES,2,18/11/2022,47579213000183,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,10000,50737670,80001721262
RONALDO RAMOS CAIADO,UNIÃO,Governador,19/08/2022,GO,1,05/12/2022,47547200000122,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO DE CONTEUDO - FACEBOOK,5200,51223910,90001646326
EDUARDO CORREA RIEDEL,PSDB,Governador,19/08/2022,MS,2,18/11/2022,47528571000167,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK 1. TURNO,70000,50731875,120001635628
EDUARDO CORREA RIEDEL,PSDB,Governador,19/08/2022,MS,2,18/11/2022,47528571000167,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE 1. TURNO,50000,50730300,120001635628
EDUARDO CORREA RIEDEL,PSDB,Governador,19/08/2022,MS,2,18/11/2022,47528571000167,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK 1. TURNO,30000,50732373,120001635628
PEDRO OLIVEIRA CUNHA LIMA,PSDB,Governador,19/08/2022,PB,2,18/11/2022,47517683000112,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CAMPANHA,50000,50751850,150001621388
PEDRO OLIVEIRA CUNHA LIMA,PSDB,Governador,19/08/2022,PB,2,18/11/2022,47517683000112,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CAMPANHA,7000,50751996,150001621388
RAQUEL TEIXEIRA LYRA LUCENA,PSDB,Governador,19/08/2022,PE,2,08/12/2022,47485852000180,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO VIA FACEBOOK,7000,51273027,170001604087
RAQUEL TEIXEIRA LYRA LUCENA,PSDB,Governador,19/08/2022,PE,2,08/12/2022,47485852000180,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO VIA GOOGLE,160000,51269257,170001604087
ANDERSON FERREIRA RODRIGUES,PL,Governador,19/08/2022,PE,1,24/02/2023,47405831000107,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO DE CONTEUDO NA ELEIÇÃO,40000,51574162,170001602587
VICENTE JOAQUIM BOGO,PSB,Governador,19/08/2022,RS,1,01/11/2022,47423101000139,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,FACEBOK,1250,49426184,210001604536
VICENTE JOAQUIM BOGO,PSB,Governador,19/08/2022,RS,1,01/11/2022,47423101000139,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,PROPAGANDA,2500,49426176,210001604536
LUIZ INÁCIO LULA DA SILVA,PT,Presidente,20/08/2022,BR,2,26/11/2022,47453689000173,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DIGITAL FACEBOOK,70000,51059334,280001607829
CIRO FERREIRA GOMES,PDT,Presidente,20/08/2022,BR,1,31/10/2022,47474850000195,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESP C/ IMPULSIONAMENTO FACEBOOCK,7855,48519079,280001612393
CIRO FERREIRA GOMES,PDT,Presidente,20/08/2022,BR,1,31/10/2022,47474850000195,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESP C/ IMPULSIONAMENTO FACEBOOK,7855,48519197,280001612393
CIRO FERREIRA GOMES,PDT,Presidente,20/08/2022,BR,1,31/10/2022,47474850000195,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESP C/ IMPULSIONAMENTO FACEBOOK,7855,48519157,280001612393
LUIZ INÁCIO LULA DA SILVA,PT,Presidente,20/08/2022,BR,2,26/11/2022,47453689000173,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DIGITAL FACEBOOK,30000,51059082,280001607829
RAFAEL TAJRA FONTELES,PT,Governador,20/08/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501738,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,20/08/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501643,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,20/08/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501642,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,20/08/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501811,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,20/08/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501501,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,20/08/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,20000,50501728,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,20/08/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501540,180001604027
ANTONIO CARLOS PEIXOTO DE MAGALHÃES NETO,UNIÃO,Governador,21/08/2022,BA,2,02/05/2023,47464493000184,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE AGOSTO,"1893,32",51732622,50001609248
ANTONIO CARLOS PEIXOTO DE MAGALHÃES NETO,UNIÃO,Governador,21/08/2022,BA,2,02/05/2023,47464493000184,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK AGOSTO,"23287,97",51731851,50001609248
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51864082,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51863944,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51864081,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51862574,170001618087
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,21/08/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA IMPULSIONAMENTO GOOGLE,60000,48636311,170001604111
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51863871,170001618087
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,21/08/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESPESA IMPULSIONAMENTO FACEBOOK,60000,48636226,170001604111
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51863810,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51863943,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51864006,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51864141,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,21/08/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Criação e inclusão de páginas na internet,FACEBOOK,10000,51863745,170001618087
RUI SOARES PALMEIRA,PSD,Governador,22/08/2022,AL,1,01/11/2022,47551730000144,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO NAS REDES SOCIAIS,60000,49965769,20001651898
RODRIGO SANTOS CUNHA,UNIÃO,Governador,22/08/2022,AL,2,16/03/2023,47571308000150,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,ESPAÇO PUBLICITÁRIO,20000,51631234,20001695808
RUI SOARES PALMEIRA,PSD,Governador,22/08/2022,AL,1,01/11/2022,47551730000144,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO NAS REDES SOCIAIS,60000,49965770,20001651898
CARLOS EDUARDO DE SOUZA BRAGA,MDB,Governador,22/08/2022,AM,2,30/01/2023,47470044000149,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,REF A IMPULSIONAMENTO DE CONTEUDOS,7760,51502926,40001610345
JAIME DOMINGUES NUNES,PSD,Governador,22/08/2022,AP,1,06/02/2023,47546958000146,Pessoa Jurídica,FACEBOOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEUD,7000,51518364,30001643108
CLÉCIO LUÍS VILHENA VIEIRA,SOLIDARIEDADE,Governador,22/08/2022,AP,1,01/11/2022,47508599000132,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO NAS REDES SOCIAIS.,1000,49637300,30001619676
ANTONIO CARLOS PEIXOTO DE MAGALHÃES NETO,UNIÃO,Governador,22/08/2022,BA,2,02/05/2023,47464493000184,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK SETEMBRO,"280544,9",51732048,50001609248
JERÔNIMO RODRIGUES SOUZA,PT,Governador,22/08/2022,BA,2,28/11/2022,47414150000105,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEUDO,7855,51084240,50001603638
SORAYA VIEIRA THRONICKE,UNIÃO,Presidente,22/08/2022,BR,1,01/11/2022,47547890000110,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO GOOGLE,100000,49837169,280001644128
ELMANO DE FREITAS DA COSTA,PT,Governador,22/08/2022,CE,1,17/11/2022,47529098000132,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,"75083,2",50676581,60001633585
IBANEIS ROCHA BARROS JÚNIOR,MDB,Governador,22/08/2022,DF,1,22/11/2022,47552720000123,Pessoa Jurídica,FACEBOOK BRASIL,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,ALIMENTACAO DE MIDIA DIGITAL,50000,50969195,70001651044
PAULO OCTÁVIO ALVES PEREIRA,PSD,Governador,22/08/2022,DF,1,14/12/2022,47578655000105,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Criação e inclusão de páginas na internet,PEDIDO DE INSERÇÃI DE PUBLICIDADE,5000,51330128,70001723172
IBANEIS ROCHA BARROS JÚNIOR,MDB,Governador,22/08/2022,DF,1,22/11/2022,47552720000123,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,SERVIÇOS DE INTERNET,5000,50970582,70001651044
PAULO OCTÁVIO ALVES PEREIRA,PSD,Governador,22/08/2022,DF,1,14/12/2022,47578655000105,Pessoa Jurídica,ADYEN BR LTDA ( PRESTADORA DO FACEBOOK CNPJ 12347016/000117),ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULCIONAMENTO PR EMPRESA PARA FACEBOOK,7835,51330190,70001723172
LEANDRO ANTÔNIO GRASS PEIXOTO,PV,Governador,22/08/2022,DF,1,01/11/2022,47323113000191,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO EM REDES SOCIAS,6000,49684119,70001597108
